method,m,n,s,k,loss,alpha,beta,time,RF,norm_RF,anc_loss_recall,inc_loss_recall,cls_loss_recall,anc_recall,inc_recall,cls_recall,taxa_RI,taxa_recall,taxa_precision,char_RI,char_recall,char_precision,L,back_mut_inf,par_evo_inf,back_mut_true,par_evo_true,loss_recall,loss_precision,loss_F1,flip01_correct,flip01_incorrect,flip10_correct,flip10_incorrect,TN,FN,FP,TP,ones,zeros,inTN,inFN,inFP,inTP
SCITE,50,50,8,1,0.2,0.0001,0.1,20318,15,0.681818,0.418327,0.539543,0.349206,0.773956,0.919162,0.44,0.923265,0.516304,0.995197,0.955918,0.576923,0.981691,-534.185,0,0,15,0,0,nan,nan,89,50,2,0,1837,22,53,588,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.0001,0.2,20358,15,0.681818,0.416999,0.539543,0.349206,0.771499,0.919162,0.44,0.923265,0.516304,0.995197,0.955918,0.576923,0.981691,-656.56,0,0,15,0,0,nan,nan,89,50,2,0,1837,22,53,588,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.0001,0.3,20349,15,0.681818,0.416999,0.539543,0.349206,0.771499,0.919162,0.44,0.923265,0.516304,0.995197,0.955918,0.576923,0.981691,-848.168,0,0,15,0,0,nan,nan,89,50,2,0,1837,22,53,588,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.001,0.1,20390,15,0.681818,0.416999,0.539543,0.349206,0.771499,0.919162,0.44,0.923265,0.516304,0.995197,0.955918,0.576923,0.981691,-530.032,0,0,15,0,0,nan,nan,89,50,2,0,1837,22,53,588,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.001,0.2,20388,15,0.681818,0.416999,0.539543,0.349206,0.771499,0.919162,0.44,0.923265,0.516304,0.995197,0.955918,0.576923,0.981691,-652.407,0,0,15,0,0,nan,nan,89,50,2,0,1837,22,53,588,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.001,0.3,20324,15,0.681818,0.416999,0.539543,0.349206,0.771499,0.919162,0.44,0.923265,0.516304,0.995197,0.955918,0.576923,0.981691,-844.015,0,0,15,0,0,nan,nan,89,50,2,0,1837,22,53,588,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.01,0.1,20387,16,0.727273,0.35591,0.541301,0.296296,0.658477,0.922156,0.373333,0.924082,0.516304,0.996158,0.962449,0.576923,0.988666,-497.222,0,0,15,0,0,nan,nan,83,16,3,11,1872,39,18,571,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.01,0.2,20381,16,0.727273,0.35591,0.541301,0.296296,0.658477,0.922156,0.373333,0.924082,0.516304,0.996158,0.962449,0.576923,0.988666,-652.035,0,0,15,0,0,nan,nan,83,16,3,11,1872,39,18,571,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.2,0.01,0.3,20410,16,0.727273,0.354582,0.541301,0.296296,0.65602,0.922156,0.373333,0.924082,0.516304,0.996158,0.962449,0.576923,0.988666,-865.203,0,0,15,0,0,nan,nan,83,16,3,11,1872,39,18,571,504,1996,1885,111,5,499,
SCITE,50,50,8,1,0.4,0.0001,0.1,20287,13,0.619048,0.269357,0.454078,0.270531,0.60688,0.92515,0.373333,0.928163,0.527174,0.999039,0.96898,0.609756,0.994751,-560.815,0,0,21,0,0,nan,nan,84,67,1,0,1916,20,71,493,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.0001,0.2,20234,13,0.619048,0.269357,0.454078,0.270531,0.60688,0.92515,0.373333,0.928163,0.527174,0.999039,0.96898,0.609756,0.994751,-684.06,0,0,21,0,0,nan,nan,84,67,1,0,1916,20,71,493,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.0001,0.3,20387,13,0.619048,0.269357,0.454078,0.270531,0.60688,0.92515,0.373333,0.928163,0.527174,0.999039,0.96898,0.609756,0.994751,-881.218,0,0,21,0,0,nan,nan,84,67,1,0,1916,20,71,493,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.001,0.1,20345,13,0.619048,0.251908,0.454078,0.2657,0.567568,0.92515,0.366667,0.928163,0.527174,0.999039,0.968163,0.597561,0.994751,-534.093,0,0,21,0,0,nan,nan,82,42,1,5,1941,27,46,486,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.001,0.2,20492,13,0.619048,0.251908,0.454078,0.2657,0.567568,0.92515,0.366667,0.928163,0.527174,0.999039,0.968163,0.597561,0.994751,-679.233,0,0,21,0,0,nan,nan,82,42,1,5,1941,27,46,486,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.001,0.3,20455,13,0.619048,0.251908,0.454078,0.2657,0.567568,0.92515,0.366667,0.928163,0.527174,0.999039,0.968163,0.597561,0.994751,-890.944,0,0,21,0,0,nan,nan,82,42,1,5,1941,27,46,486,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.01,0.1,20396,13,0.619048,0.23446,0.447465,0.231884,0.528256,0.911677,0.32,0.921633,0.483696,0.999039,0.962449,0.512195,0.994751,-507.997,0,0,21,0,0,nan,nan,82,18,1,13,1965,35,22,478,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.01,0.2,20460,13,0.619048,0.23446,0.454078,0.270531,0.528256,0.92515,0.373333,0.928163,0.527174,0.999039,0.96898,0.609756,0.994751,-672.599,0,0,21,0,0,nan,nan,82,18,2,12,1966,34,21,479,414,2086,1982,104,5,409,
SCITE,50,50,8,1,0.4,0.01,0.3,20506,13,0.619048,0.23446,0.454078,0.270531,0.528256,0.92515,0.373333,0.928163,0.527174,0.999039,0.96898,0.609756,0.994751,-897.246,0,0,21,0,0,nan,nan,82,18,2,12,1966,34,21,479,414,2086,1982,104,5,409,
SCITE,50,50,9,1,0.1,0.0001,0.1,20359,15,0.576923,0.491228,0.59014,0.17284,0.765957,0.950237,0.269231,0.968163,0.675,0.988646,0.979592,0.428571,0.995798,-414.812,0,0,13,0,0,nan,nan,57,19,2,0,2078,25,19,378,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.0001,0.2,20313,15,0.576923,0.473684,0.587196,0.160494,0.738602,0.945498,0.25,0.964082,0.6125,0.988646,0.982041,0.457143,0.997479,-609.595,0,0,13,0,0,nan,nan,57,19,1,1,2077,26,20,377,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.0001,0.3,20297,15,0.576923,0.491228,0.59014,0.17284,0.765957,0.950237,0.269231,0.968163,0.675,0.988646,0.979592,0.428571,0.995798,-859.329,0,0,13,0,0,nan,nan,57,19,2,0,2078,25,19,378,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.001,0.1,20358,15,0.576923,0.489279,0.59014,0.17284,0.762918,0.950237,0.269231,0.968163,0.675,0.988646,0.982857,0.485714,0.997479,-410.496,0,0,13,0,0,nan,nan,57,19,2,0,2078,25,19,378,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.001,0.2,20251,15,0.576923,0.491228,0.59014,0.17284,0.765957,0.950237,0.269231,0.968163,0.675,0.988646,0.979592,0.428571,0.995798,-605.279,0,0,13,0,0,nan,nan,57,19,2,0,2078,25,19,378,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.001,0.3,20455,15,0.576923,0.491228,0.59014,0.17284,0.765957,0.950237,0.269231,0.968163,0.675,0.988646,0.979592,0.428571,0.995798,-855.013,0,0,13,0,0,nan,nan,57,19,2,0,2078,25,19,378,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.01,0.1,20384,15,0.576923,0.491228,0.585725,0.160494,0.765957,0.943128,0.25,0.965714,0.6125,0.990393,0.981224,0.428571,0.997479,-408.795,0,0,13,0,0,nan,nan,57,19,1,1,2077,26,20,377,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.01,0.2,20575,15,0.576923,0.493177,0.585725,0.160494,0.768997,0.943128,0.25,0.965714,0.6125,0.990393,0.977959,0.371429,0.995798,-603.578,0,0,13,0,0,nan,nan,57,19,1,1,2077,26,20,377,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.1,0.01,0.3,20525,15,0.576923,0.491228,0.59014,0.17284,0.765957,0.950237,0.269231,0.968163,0.675,0.988646,0.979592,0.428571,0.995798,-853.312,0,0,13,0,0,nan,nan,57,19,2,0,2078,25,19,378,323,2177,2095,82,2,321,
SCITE,50,50,9,1,0.2,0.0001,0.1,20404,14,0.583333,0.35182,0.498438,0.13,0.617021,0.945498,0.25,0.957551,0.5875,0.983406,0.977143,0.461538,0.994098,-400.787,0,0,18,0,0,nan,nan,48,18,1,2,2070,32,19,379,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.0001,0.2,20352,14,0.583333,0.37435,0.497814,0.13,0.656535,0.944313,0.25,0.962449,0.625,0.986026,0.976327,0.435897,0.994098,-602.265,0,0,18,0,0,nan,nan,48,18,1,2,2070,32,19,379,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.0001,0.3,20459,14,0.583333,0.372617,0.500937,0.14,0.653495,0.950237,0.269231,0.958367,0.575,0.985153,0.977959,0.487179,0.994098,-855.787,0,0,18,0,0,nan,nan,48,18,2,1,2071,31,18,380,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.001,0.1,20434,14,0.583333,0.35182,0.498438,0.13,0.617021,0.945498,0.25,0.957551,0.5875,0.983406,0.977143,0.461538,0.994098,-394.178,0,0,18,0,0,nan,nan,48,18,1,2,2070,32,19,379,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.001,0.2,20150,14,0.583333,0.370884,0.500937,0.14,0.650456,0.950237,0.269231,0.957551,0.5875,0.983406,0.977959,0.487179,0.994098,-595.657,0,0,18,0,0,nan,nan,48,18,2,1,2071,31,18,380,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.001,0.3,20438,14,0.583333,0.35182,0.498438,0.13,0.617021,0.945498,0.25,0.957551,0.5875,0.983406,0.977143,0.461538,0.994098,-849.178,0,0,18,0,0,nan,nan,48,18,1,2,2070,32,19,379,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.01,0.1,20461,16,0.64,0.320624,0.500937,0.14,0.56231,0.950237,0.269231,0.964898,0.675,0.985153,0.977959,0.487179,0.994098,-386.482,0,0,18,0,0,nan,nan,46,12,2,4,2077,36,12,375,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.01,0.2,20402,16,0.64,0.320624,0.497189,0.13,0.56231,0.943128,0.25,0.965714,0.6625,0.9869,0.976327,0.435897,0.994098,-594.448,0,0,18,0,0,nan,nan,46,12,1,5,2076,37,13,374,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.2,0.01,0.3,20458,21,0.75,0.287695,0.498438,0.12,0.504559,0.945498,0.230769,0.963265,0.625,0.9869,0.977959,0.461538,0.994941,-858.083,0,0,18,0,0,nan,nan,44,10,1,7,2078,41,11,370,335,2165,2087,78,2,333,
SCITE,50,50,9,1,0.4,0.0001,0.1,20197,16,0.615385,0.197932,0.492897,0.10084,0.407295,0.945498,0.230769,0.958367,0.675,0.978166,0.972245,0.45614,0.997432,-396.853,0,0,20,0,0,nan,nan,48,13,2,1,2153,21,14,312,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.0001,0.2,20243,16,0.615385,0.209749,0.495368,0.109244,0.431611,0.950237,0.25,0.962449,0.7375,0.978166,0.973061,0.473684,0.997432,-610.278,0,0,20,0,0,nan,nan,48,13,3,0,2154,20,13,313,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.0001,0.3,20272,16,0.615385,0.196455,0.489191,0.092437,0.404255,0.938389,0.211538,0.955918,0.6,0.980786,0.970612,0.421053,0.997432,-875.441,0,0,20,0,0,nan,nan,48,13,1,2,2152,22,15,311,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.001,0.1,20385,19,0.703704,0.194978,0.495368,0.109244,0.401216,0.950237,0.25,0.950204,0.7,0.967686,0.973061,0.473684,0.997432,-382.025,0,0,20,0,0,nan,nan,44,7,3,2,2160,26,7,307,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.001,0.2,20240,20,0.740741,0.20384,0.495368,0.117647,0.419453,0.950237,0.269231,0.952653,0.575,0.979039,0.976327,0.526316,0.998288,-604.946,0,0,20,0,0,nan,nan,44,8,3,2,2159,26,8,307,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.001,0.3,20221,19,0.703704,0.194978,0.495368,0.10084,0.401216,0.950237,0.230769,0.949388,0.625,0.972052,0.974694,0.491228,0.998288,-874.113,0,0,20,0,0,nan,nan,44,7,3,2,2160,26,7,307,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.01,0.1,20405,19,0.703704,0.184638,0.492897,0.10084,0.379939,0.945498,0.230769,0.958367,0.675,0.978166,0.972245,0.45614,0.997432,-372.892,0,0,20,0,0,nan,nan,44,7,2,3,2159,27,8,306,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.01,0.2,20502,21,0.75,0.200886,0.495368,0.109244,0.413374,0.950237,0.25,0.954286,0.6,0.979039,0.973061,0.473684,0.997432,-597.635,0,0,20,0,0,nan,nan,42,8,3,3,2159,29,8,304,268,2232,2164,68,3,265,
SCITE,50,50,9,1,0.4,0.01,0.3,20313,19,0.703704,0.194978,0.495368,0.10084,0.401216,0.950237,0.230769,0.960816,0.7125,0.978166,0.974694,0.491228,0.998288,-864.98,0,0,20,0,0,nan,nan,44,7,3,2,2160,26,7,307,268,2232,2164,68,3,265,
SiFit,50,50,10,1,0.1,0.0001,0.1,6416.42,42,0.823529,0.418502,0.156536,0.0625,0.437838,0.167199,0.049505,0.932245,0.420168,0.987342,0.803265,0.84375,0.799823,-555.086,4,1,6,0,0,nan,nan,47,0,2,22,2121,46,0,333,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.0001,0.2,7316.20,46,0.867925,0.440529,0.169858,0.0803571,0.47027,0.182109,0.0594059,0.929796,0.478992,0.9783,0.800816,0.822917,0.798937,-834.337,2,1,6,0,0,nan,nan,48,2,2,28,2119,51,2,328,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.0001,0.3,6876.04,44,0.846154,0.400881,0.143214,0.0446429,0.454054,0.169329,0.049505,0.92898,0.470588,0.9783,0.802449,0.833333,0.799823,-1055.46,3,1,6,0,0,nan,nan,49,3,2,23,2118,45,3,334,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.001,0.1,7143.43,44,0.846154,0.361233,0.142381,0.0446429,0.443243,0.182109,0.049505,0.928163,0.403361,0.984629,0.802449,0.84375,0.798937,-516.092,0,2,6,0,0,nan,nan,46,2,2,24,2119,49,2,330,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.001,0.2,6861.61,46,0.867925,0.387665,0.15154,0.0982143,0.432432,0.167199,0.0891089,0.930612,0.453782,0.981917,0.807347,0.895833,0.799823,-742.044,4,1,6,0,0,nan,nan,45,8,2,24,2113,50,8,329,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.001,0.3,6837.14,52,0.928571,0.38326,0.139883,0.0714286,0.432432,0.164004,0.0693069,0.924082,0.420168,0.9783,0.779592,0.8125,0.776794,-1027.48,2,1,6,0,0,nan,nan,45,9,2,27,2112,53,9,326,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.01,0.1,6992.65,42,0.823529,0.405286,0.154871,0.116071,0.459459,0.182109,0.108911,0.933061,0.521008,0.977396,0.806531,0.895833,0.798937,-467.383,1,1,6,0,0,nan,nan,52,2,2,23,2119,42,2,337,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.01,0.2,6490.36,52,0.928571,0.374449,0.142381,0.0803571,0.459459,0.182109,0.0891089,0.915918,0.352941,0.976492,0.799184,0.8125,0.798051,-695.323,0,3,6,0,0,nan,nan,44,10,2,26,2111,53,10,326,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.1,0.01,0.3,6326.14,44,0.846154,0.378855,0.14821,0.0714286,0.432432,0.173589,0.0594059,0.924898,0.411765,0.980108,0.803265,0.84375,0.799823,-954.415,3,2,6,0,0,nan,nan,46,3,2,26,2118,51,3,328,310,2190,2119,71,2,308,
SiFit,50,50,10,1,0.2,0.0001,0.1,7402.30,42,0.823529,0.479705,0.202762,0.0894309,0.475676,0.182109,0.0594059,0.923265,0.302521,0.990054,0.806531,0.876404,0.801056,-537.943,8,0,10,0,0,nan,nan,30,0,3,23,2147,56,0,297,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.0001,0.2,6902.80,50,0.909091,0.494465,0.232558,0.154472,0.513514,0.241747,0.148515,0.927347,0.361345,0.988246,0.851429,0.719101,0.861796,-763.061,6,4,10,0,0,nan,nan,36,13,2,20,2133,47,14,306,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.0001,0.3,6903.78,48,0.888889,0.313653,0.152616,0.0731707,0.389189,0.182109,0.0792079,0.921633,0.394958,0.9783,0.808163,0.898876,0.801056,-1088.2,3,5,10,0,0,nan,nan,37,3,3,26,2144,52,3,301,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.001,0.1,7018.73,42,0.823529,0.409594,0.1875,0.0813008,0.421622,0.182109,0.049505,0.926531,0.378151,0.985533,0.806531,0.876404,0.801056,-489.302,6,1,10,0,0,nan,nan,35,0,3,23,2147,51,0,302,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.001,0.2,7030.62,44,0.846154,0.346863,0.172238,0.0731707,0.372973,0.182109,0.049505,0.925714,0.487395,0.972875,0.806531,0.88764,0.800176,-743.048,4,2,10,0,0,nan,nan,42,9,3,23,2138,44,9,309,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.001,0.3,6916.94,50,0.909091,0.380074,0.188953,0.097561,0.454054,0.220447,0.0990099,0.927347,0.420168,0.981917,0.84898,0.955056,0.840669,-1004.2,4,2,10,0,0,nan,nan,40,12,3,22,2135,45,12,308,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.01,0.1,6619.56,42,0.823529,0.476015,0.202762,0.0894309,0.47027,0.182109,0.0693069,0.928163,0.403361,0.984629,0.80898,0.910112,0.801056,-438.443,6,0,10,0,0,nan,nan,38,0,3,23,2147,48,0,305,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.01,0.2,6997.40,44,0.846154,0.416974,0.180233,0.0731707,0.427027,0.173589,0.049505,0.923265,0.361345,0.983725,0.807347,0.88764,0.801056,-661.593,7,2,10,0,0,nan,nan,35,2,3,22,2145,50,2,303,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.2,0.01,0.3,7006.05,46,0.867925,0.313653,0.170058,0.0487805,0.362162,0.194888,0.049505,0.939592,0.504202,0.986438,0.807347,0.764045,0.810739,-954.018,5,1,10,0,0,nan,nan,40,7,1,26,2138,49,9,304,293,2207,2144,63,3,290,
SiFit,50,50,10,1,0.4,0.0001,0.1,6865.91,42,0.823529,0.205387,0.115305,0.0437956,0.297297,0.164004,0.0594059,0.926531,0.445378,0.9783,0.790204,0.893617,0.781609,-561.718,1,1,12,0,0,nan,nan,39,0,3,23,2188,44,0,268,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.0001,0.2,7244.44,48,0.888889,0.195286,0.104324,0.0364964,0.275676,0.1459,0.049505,0.936327,0.554622,0.977396,0.766531,0.87234,0.757737,-851.656,1,0,12,0,0,nan,nan,39,8,3,28,2180,49,8,263,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.0001,0.3,7126.40,50,0.909091,0.16835,0.109815,0.0510949,0.27027,0.170394,0.0693069,0.931429,0.588235,0.968354,0.788571,0.893617,0.779841,-1110.22,0,1,12,0,0,nan,nan,43,7,3,26,2181,43,7,269,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.001,0.1,7052.29,44,0.846154,0.215488,0.113933,0.0291971,0.275676,0.1459,0.039604,0.915102,0.294118,0.981917,0.766531,0.861702,0.758621,-498.293,3,0,12,0,0,nan,nan,31,0,3,25,2188,54,0,258,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.001,0.2,6712.13,48,0.888889,0.215488,0.113933,0.0437956,0.275676,0.1459,0.049505,0.920816,0.386555,0.9783,0.767347,0.87234,0.758621,-756.96,2,0,12,0,0,nan,nan,36,4,3,26,2184,50,4,262,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.001,0.3,7199.10,54,0.947368,0.245791,0.123542,0.10219,0.291892,0.1459,0.118812,0.916735,0.487395,0.962929,0.771429,0.925532,0.758621,-1111.74,3,0,12,0,0,nan,nan,41,16,3,35,2172,54,16,258,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.01,0.1,6988.40,44,0.846154,0.218855,0.118051,0.0291971,0.275676,0.1459,0.039604,0.915918,0.302521,0.981917,0.766531,0.861702,0.758621,-436.075,3,0,12,0,0,nan,nan,29,0,3,26,2188,57,0,255,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.01,0.2,6571.95,52,0.928571,0.178451,0.0981469,0.0291971,0.248649,0.13951,0.039604,0.922449,0.386555,0.980108,0.767347,0.87234,0.758621,-683.913,5,1,12,0,0,nan,nan,34,0,2,27,2187,53,1,259,255,2245,2185,60,3,252,
SiFit,50,50,10,1,0.4,0.01,0.3,7012.52,50,0.909091,0.158249,0.0940288,0.0291971,0.254054,0.1459,0.039604,0.922449,0.504202,0.96745,0.766531,0.87234,0.757737,-993.913,0,2,12,0,0,nan,nan,40,6,3,30,2182,50,6,262,255,2245,2185,60,3,252,
SiFit,50,50,11,1,0.1,0.0001,0.1,7116.63,46,0.836364,0.213058,0.328325,0.269663,0.326316,0.45379,0.333333,0.927347,0.307692,0.977072,0.906939,0.608696,0.918575,-472.024,2,2,9,0,0,nan,nan,23,1,4,16,2172,55,2,271,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.0001,0.2,6988.77,46,0.836364,0.295533,0.389181,0.325843,0.373684,0.483904,0.388889,0.920816,0.263736,0.973545,0.912653,0.5,0.928753,-698.302,5,2,9,0,0,nan,nan,21,4,4,14,2169,55,5,271,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.0001,0.3,6587.26,50,0.877193,0.206186,0.328325,0.258427,0.315789,0.45379,0.319444,0.934694,0.406593,0.977072,0.905306,0.608696,0.916879,-1025.51,1,2,9,0,0,nan,nan,28,4,4,18,2169,52,5,274,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.001,0.1,6910.41,44,0.814815,0.216495,0.328325,0.269663,0.331579,0.45379,0.333333,0.927347,0.362637,0.972663,0.910204,0.695652,0.918575,-423.054,1,3,9,0,0,nan,nan,31,1,4,13,2172,44,2,282,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.001,0.2,7024.13,46,0.836364,0.24055,0.344102,0.269663,0.321053,0.45379,0.333333,0.927347,0.351648,0.973545,0.905306,0.586957,0.917727,-659.854,4,1,9,0,0,nan,nan,26,1,4,14,2172,50,2,276,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.001,0.3,6646.65,54,0.915254,0.195876,0.306536,0.303371,0.3,0.423676,0.375,0.924898,0.450549,0.962963,0.891429,0.717391,0.898219,-1030.33,0,1,9,0,0,nan,nan,31,1,4,26,2172,57,2,269,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.01,0.1,6730.40,46,0.836364,0.274914,0.366642,0.303371,0.347368,0.45379,0.361111,0.923265,0.307692,0.972663,0.906939,0.608696,0.918575,-380.001,3,1,9,0,0,nan,nan,24,1,4,15,2172,53,2,273,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.01,0.2,6886.30,44,0.814815,0.213058,0.328325,0.280899,0.326316,0.45379,0.347222,0.926531,0.307692,0.97619,0.906122,0.608696,0.917727,-622.501,1,3,9,0,0,nan,nan,24,1,4,15,2172,53,2,273,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.1,0.01,0.3,6824.88,48,0.857143,0.206186,0.303531,0.235955,0.315789,0.419522,0.291667,0.919184,0.351648,0.964727,0.894694,0.630435,0.905004,-929.552,2,2,9,0,0,nan,nan,26,4,4,19,2169,55,5,271,269,2231,2169,62,5,264,
SiFit,50,50,11,1,0.2,0.0001,0.1,6724.96,46,0.836364,0.183099,0.304878,0.194175,0.221053,0.425753,0.277778,0.940408,0.461538,0.978836,0.891429,0.577778,0.90339,-473.3,3,3,14,0,0,nan,nan,24,3,4,15,2208,52,4,236,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.0001,0.2,6673.20,58,0.95082,0.304225,0.330552,0.359223,0.268421,0.400831,0.458333,0.92898,0.384615,0.972663,0.877551,0.555556,0.889831,-856.292,8,1,14,0,0,nan,nan,27,13,4,28,2198,62,14,226,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.0001,0.3,6641.03,56,0.933333,0.180282,0.289474,0.203883,0.284211,0.415369,0.277778,0.930612,0.450549,0.969136,0.889796,0.511111,0.904237,-1051.3,4,2,14,0,0,nan,nan,27,9,4,19,2202,53,10,235,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.001,0.1,7084.73,48,0.857143,0.191549,0.296534,0.15534,0.289474,0.425753,0.222222,0.931429,0.373626,0.97619,0.889796,0.488889,0.905085,-446.069,5,0,14,0,0,nan,nan,23,2,4,18,2209,56,3,232,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.001,0.2,6900.82,50,0.877193,0.183099,0.28819,0.165049,0.289474,0.417445,0.236111,0.930612,0.395604,0.973545,0.892245,0.533333,0.905932,-719.193,5,1,14,0,0,nan,nan,26,3,4,21,2208,56,4,232,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.001,0.3,7005.62,58,0.95082,0.185915,0.297818,0.330097,0.221053,0.422638,0.347222,0.907755,0.527473,0.938272,0.888163,0.666667,0.89661,-1001.79,4,2,14,0,0,nan,nan,34,14,2,20,2195,47,17,241,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.01,0.1,7124.28,52,0.896552,0.15493,0.290757,0.126214,0.2,0.425753,0.180556,0.928163,0.296703,0.978836,0.88898,0.466667,0.905085,-374.939,3,3,14,0,0,nan,nan,15,4,4,16,2207,62,5,226,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.01,0.2,6808.35,56,0.933333,0.194366,0.215661,0.23301,0.236842,0.302181,0.208333,0.924082,0.406593,0.965608,0.847347,0.711111,0.852542,-742.491,4,3,14,0,0,nan,nan,20,3,3,41,2207,82,5,206,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.2,0.01,0.3,6991.43,58,0.95082,0.0901408,0.278562,0.194175,0.147368,0.425753,0.277778,0.933061,0.626374,0.957672,0.884082,0.644444,0.89322,-999.832,1,1,14,0,0,nan,nan,27,22,4,28,2189,62,23,226,232,2268,2207,61,5,227,
SiFit,50,50,11,1,0.4,0.0001,0.1,6942.84,50,0.877193,0.109375,0.249544,0.127119,0.178947,0.404984,0.208333,0.927347,0.318681,0.97619,0.873469,0.444444,0.889831,-469.025,4,2,16,0,0,nan,nan,15,1,4,17,2227,60,2,211,218,2282,2224,58,5,213,
SiFit,50,50,11,1,0.4,0.0001,0.2,7030.10,50,0.877193,0.0703125,0.257456,0.237288,0.0947368,0.396677,0.388889,0.95102,0.604396,0.978836,0.875102,0.533333,0.888136,-826.638,5,5,16,0,0,nan,nan,20,3,4,27,2225,65,4,206,218,2282,2224,58,5,213,
