method,m,n,s,k,loss,alpha,beta,time,RF,norm_RF,anc_loss_recall,inc_loss_recall,cls_loss_recall,anc_recall,inc_recall,cls_recall,taxa_RI,taxa_recall,taxa_precision,char_RI,char_recall,char_precision,L,back_mut_inf,par_evo_inf,back_mut_true,par_evo_true,loss_recall,loss_precision,loss_F1,flip01_correct,flip01_incorrect,flip10_correct,flip10_incorrect,TN,FN,FP,TP,ones,zeros,inTN,inFN,inFP,inTP
SPhyR_inK1,50,50,12,1,0.4,0.001,0.1,501.639,9,0.409091,0.29563,0.557839,0.294118,0.521127,0.954689,0.539683,0.982041,0.968254,0.982788,0.983673,0.76087,0.992366,-397.282,1,0,17,0,0.036036,1,0.0695652,45,13,3,1,2232,11,13,244,203,2297,2242,55,3,200,
SPhyR_inK1,50,50,12,1,0.4,0.001,0.2,1519.04,9,0.409091,0.29563,0.557839,0.294118,0.521127,0.954689,0.539683,0.982041,0.968254,0.982788,0.983673,0.76087,0.992366,-620.796,1,0,17,0,0.036036,1,0.0695652,45,13,3,1,2232,11,13,244,203,2297,2242,55,3,200,
SPhyR_inK1,50,50,12,1,0.4,0.001,0.3,19825.4,16,0.615385,0.501285,0.500881,0.243697,0.699531,0.780822,0.396825,0.962449,0.714286,0.975904,0.977143,0.543478,0.994063,-900.107,8,0,17,0,0.351351,0.159836,0.219718,45,42,1,0,2201,10,44,245,203,2297,2242,55,3,200,
SPhyR_inK1,50,50,12,1,0.4,0.01,0.1,451.908,8,0.363636,0.401028,0.568996,0.285714,0.615023,0.954689,0.539683,0.982041,0.968254,0.982788,0.983673,0.76087,0.992366,-387.876,2,0,17,0,0.261261,0.878788,0.402778,42,13,3,2,2232,15,13,240,203,2297,2242,55,3,200,
SPhyR_inK1,50,50,12,1,0.4,0.01,0.2,280.713,9,0.409091,0.29563,0.557839,0.294118,0.521127,0.954689,0.539683,0.982041,0.968254,0.982788,0.983673,0.76087,0.992366,-613.387,1,0,17,0,0.036036,1,0.0695652,45,13,3,1,2232,11,13,244,203,2297,2242,55,3,200,
SPhyR_inK1,50,50,12,1,0.4,0.01,0.3,3100.83,18,0.666667,0.431877,0.462126,0.226891,0.605634,0.753425,0.396825,0.955918,0.809524,0.963855,0.973878,0.543478,0.99067,-890.671,8,0,17,0,0.297297,0.118705,0.169666,43,28,1,1,2215,13,30,242,203,2297,2242,55,3,200,
SPhyR_inK1,50,50,13,1,0.1,0.0001,0.1,1128.24,20,0.869565,0.51756,0.292683,0.48227,0.637119,0.399467,0.60177,0.886531,0.564014,0.986111,0.959184,0.545455,0.986934,-480.491,16,0,11,0,0.228571,0.0297952,0.0527183,95,17,3,0,1828,25,18,629,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.0001,0.2,6678.68,21,0.875,0.510166,0.611498,0.411348,0.592798,0.757656,0.495575,0.961633,0.882353,0.986111,0.954286,0.519481,0.983449,-620.757,13,0,11,0,0.1,0.0406977,0.0578512,95,17,3,0,1828,25,18,629,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.0001,0.3,25034.7,24,0.923077,0.534196,0.309233,0.297872,0.603878,0.363515,0.362832,0.964082,0.885813,0.988248,0.95102,0.519481,0.979965,-822.488,29,0,11,0,0.214286,0.0226929,0.0410397,99,24,2,0,1820,21,26,633,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.001,0.1,616.908,15,0.714286,0.545287,0.611498,0.531915,0.67313,0.77763,0.637168,0.889796,0.574394,0.987179,0.953469,0.467532,0.986063,-467.788,12,0,11,0,0.257143,0.25,0.253521,92,14,4,0,1832,28,14,626,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.001,0.2,2083.36,21,0.875,0.547135,0.292683,0.312057,0.65928,0.378162,0.389381,0.886531,0.564014,0.986111,0.959184,0.545455,0.986934,-614.331,24,0,11,0,0.228571,0.0277296,0.049459,95,17,3,0,1828,25,18,629,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.001,0.3,19470.3,20,0.869565,0.51756,0.292683,0.48227,0.637119,0.399467,0.60177,0.886531,0.564014,0.986111,0.959184,0.545455,0.986934,-815.952,16,0,11,0,0.228571,0.0297952,0.0527183,95,17,3,0,1828,25,18,629,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.01,0.1,372.943,12,0.666667,0.510166,0.575784,0.48227,0.634349,0.733688,0.575221,0.879184,0.536332,0.985043,0.951837,0.493506,0.982578,-457.421,9,0,11,0,0.0714286,0.119048,0.0892857,92,5,4,3,1841,31,5,623,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.01,0.2,707.495,15,0.714286,0.545287,0.611498,0.531915,0.67313,0.77763,0.637168,0.889796,0.574394,0.987179,0.953469,0.467532,0.986063,-608.542,12,0,11,0,0.257143,0.25,0.253521,92,14,4,0,1832,28,14,626,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.1,0.01,0.3,4459.9,21,0.875,0.45841,0.406794,0.48227,0.634349,0.59787,0.60177,0.883265,0.536332,0.990385,0.946939,0.454545,0.979965,-813.886,11,0,11,0,0.185714,0.045614,0.0732394,95,17,3,0,1828,25,18,629,538,1962,1842,120,4,534,
SPhyR_inK1,50,50,13,1,0.2,0.0001,0.1,3980.77,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-462.637,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.0001,0.2,19562.1,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-621.663,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.0001,0.3,25882.9,16,0.761905,0.606145,0.534753,0.372093,0.714681,0.725699,0.345133,0.890612,0.577855,0.987179,0.976327,0.5,0.993238,-838.22,16,0,21,0,0.50365,0.453947,0.477509,87,31,2,0,1880,22,33,565,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.001,0.1,1568,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-453.858,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.001,0.2,5859.79,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-612.883,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.001,0.3,24968.1,12,0.666667,0.606145,0.586725,0.401163,0.695291,0.768309,0.362832,0.898776,0.622837,0.983974,0.972245,0.52381,0.988166,-830.786,17,0,21,0,0.547445,0.585938,0.566038,89,17,3,0,1895,20,18,567,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.01,0.1,928.202,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-448.973,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.01,0.2,1812.24,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-607.999,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.2,0.01,0.3,11249.5,11,0.611111,0.583799,0.544771,0.430233,0.686981,0.780293,0.469027,0.884898,0.546713,0.989316,0.979592,0.619048,0.992392,-825.183,15,0,21,0,0.452555,0.568807,0.504065,88,9,4,0,1904,21,9,566,482,2018,1909,109,4,478,
SPhyR_inK1,50,50,13,1,0.4,0.0001,0.1,1285.71,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-442.573,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.0001,0.2,2282.65,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-612.34,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.0001,0.3,23324.9,20,0.869565,0.50604,0.200235,0.25,0.576177,0.299601,0.292035,0.968163,0.892734,0.991453,0.971429,0.491228,0.994863,-837.564,22,0,23,0,0.175532,0.131474,0.150342,85,25,1,0,1936,16,28,520,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.001,0.1,597.278,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-436.058,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.001,0.2,1212.93,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-605.825,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.001,0.3,5160.83,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-832.523,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.01,0.1,367.004,13,0.65,0.412081,0.518497,0.316667,0.559557,0.770972,0.39823,0.925714,0.716263,0.990385,0.971429,0.526316,0.993151,-428.902,11,0,23,0,0.409574,0.855556,0.553957,78,8,4,0,1956,23,8,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.01,0.2,681.606,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-602.863,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,13,1,0.4,0.01,0.3,2339.76,16,0.761905,0.510067,0.256019,0.338889,0.595568,0.376831,0.415929,0.853878,0.411765,0.990385,0.96898,0.526316,0.990582,-829.561,19,0,23,0,0.218085,0.178261,0.196172,78,12,3,0,1951,23,13,513,439,2061,1960,101,4,435,
SPhyR_inK1,50,50,14,1,0.1,0.0001,0.1,135.552,13,0.65,0.688222,0.631957,0.566038,0.788406,0.807018,0.695122,0.902857,0.494505,0.974113,0.972245,0.698113,0.984642,-469.031,5,0,8,0,0.347826,0.347826,0.347826,91,20,1,0,1915,24,22,539,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.0001,0.2,143.145,11,0.578947,0.690531,0.631957,0.566038,0.791304,0.807018,0.695122,0.947755,0.824176,0.969319,0.96898,0.622642,0.984642,-625.9,7,0,8,0,0.347826,0.32,0.333333,95,20,1,0,1915,20,22,543,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.0001,0.3,215.336,17,0.772727,0.711316,0.711849,0.471698,0.724638,0.773183,0.54878,0.946122,0.785714,0.974113,0.970612,0.528302,0.990614,-840.063,10,0,8,0,0.521739,0.255319,0.342857,96,22,1,0,1913,19,24,544,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.001,0.1,135.5,15,0.681818,0.766744,0.722621,0.509434,0.794203,0.807018,0.597561,0.930612,0.697802,0.971237,0.976327,0.603774,0.993174,-463.369,9,0,8,0,0.565217,0.40625,0.472727,89,14,2,1,1922,27,15,536,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.001,0.2,134.806,13,0.65,0.688222,0.631957,0.566038,0.788406,0.807018,0.695122,0.902857,0.494505,0.974113,0.972245,0.698113,0.984642,-618.458,5,0,8,0,0.347826,0.347826,0.347826,91,20,1,0,1915,24,22,539,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.001,0.3,166.066,15,0.681818,0.752887,0.713645,0.5,0.776812,0.796992,0.597561,0.930612,0.697802,0.971237,0.97551,0.603774,0.992321,-837.447,10,0,8,0,0.565217,0.342105,0.42623,89,20,2,0,1916,26,21,537,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.01,0.1,145.7,11,0.578947,0.688222,0.631957,0.575472,0.75942,0.764411,0.695122,0.927347,0.576923,0.988495,0.97551,0.698113,0.988055,-460.516,6,0,8,0,0.565217,0.464286,0.509804,92,11,2,1,1925,24,12,539,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.01,0.2,136.833,13,0.65,0.711316,0.664273,0.575472,0.788406,0.807018,0.695122,0.915102,0.56044,0.976989,0.977959,0.698113,0.990614,-617.891,6,0,8,0,0.521739,0.444444,0.48,91,15,2,0,1921,24,16,539,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.1,0.01,0.3,149.999,14,0.666667,0.713626,0.664273,0.386792,0.791304,0.807018,0.45122,0.946122,0.785714,0.974113,0.971429,0.528302,0.991468,-834.005,5,0,8,0,0.521739,0.521739,0.521739,96,15,1,0,1920,19,17,544,451,2049,1934,115,3,448,
SPhyR_inK1,50,50,14,1,0.2,0.0001,0.1,161.528,14,0.666667,0.483333,0.545455,0.340909,0.652174,0.800752,0.487805,0.913469,0.527473,0.980825,0.979592,0.666667,0.993186,-446.888,7,0,15,0,0.0978261,0.290323,0.146341,80,14,1,1,1990,24,16,470,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.0001,0.2,212.206,13,0.619048,0.52963,0.573153,0.356061,0.663768,0.809524,0.487805,0.928163,0.642857,0.977948,0.979592,0.666667,0.993186,-617.819,9,0,15,0,0.304348,0.528302,0.386207,84,16,1,0,1988,19,18,475,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.0001,0.3,469.459,13,0.619048,0.52963,0.573153,0.356061,0.663768,0.809524,0.487805,0.915102,0.571429,0.975072,0.979592,0.666667,0.993186,-845.137,9,0,15,0,0.304348,0.509091,0.380952,82,18,1,0,1986,21,20,473,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.001,0.1,148.579,14,0.666667,0.483333,0.545455,0.340909,0.652174,0.800752,0.487805,0.913469,0.527473,0.980825,0.979592,0.666667,0.993186,-442.636,7,0,15,0,0.0978261,0.290323,0.146341,80,14,1,1,1990,24,16,470,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.001,0.2,187.525,14,0.666667,0.485185,0.545455,0.340909,0.655072,0.800752,0.487805,0.913469,0.527473,0.980825,0.979592,0.666667,0.993186,-614.46,7,0,15,0,0.0978261,0.28125,0.145161,81,13,1,1,1991,23,15,471,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.001,0.3,240.298,13,0.619048,0.52963,0.573153,0.356061,0.663768,0.809524,0.487805,0.926531,0.587912,0.985618,0.979592,0.666667,0.993186,-843.188,9,0,15,0,0.326087,0.526316,0.402685,83,17,1,0,1987,20,19,474,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.01,0.1,138.177,9,0.473684,0.474074,0.53125,0.318182,0.643478,0.780702,0.487805,0.934694,0.686813,0.977948,0.973061,0.588235,0.989779,-431.194,5,0,15,0,0.0869565,0.4,0.142857,76,7,3,2,1999,29,7,465,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.01,0.2,145.158,14,0.666667,0.485185,0.545455,0.340909,0.655072,0.800752,0.487805,0.913469,0.527473,0.980825,0.979592,0.666667,0.993186,-613.402,7,0,15,0,0.0978261,0.28125,0.145161,81,13,1,1,1991,23,15,471,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.2,0.01,0.3,221.134,14,0.666667,0.485185,0.545455,0.340909,0.655072,0.800752,0.487805,0.913469,0.527473,0.980825,0.979592,0.666667,0.993186,-843.954,7,0,15,0,0.0978261,0.28125,0.145161,81,13,1,1,1991,23,15,471,394,2106,2003,103,3,391,
SPhyR_inK1,50,50,14,1,0.4,0.0001,0.1,171.577,11,0.55,0.438127,0.529755,0.312139,0.602899,0.820802,0.463415,0.927347,0.56044,0.991371,0.982041,0.764706,0.991482,-448.375,7,0,21,0,0.147287,0.95,0.255034,81,12,1,1,2029,21,14,436,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.0001,0.2,329.622,13,0.619048,0.451505,0.509918,0.231214,0.550725,0.79198,0.390244,0.948571,0.818681,0.971237,0.965714,0.490196,0.986371,-622.853,11,0,21,0,0.170543,0.415094,0.241758,75,23,1,0,2018,26,25,431,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.0001,0.3,566.03,12,0.6,0.444816,0.518086,0.213873,0.536232,0.796992,0.353659,0.910204,0.543956,0.974113,0.96898,0.509804,0.988927,-857.617,10,0,21,0,0.20155,0.553191,0.295455,75,25,1,0,2016,26,27,431,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.001,0.1,188.704,11,0.578947,0.483278,0.528588,0.225434,0.542029,0.756892,0.353659,0.93551,0.620879,0.990412,0.96898,0.470588,0.99063,-445.352,12,0,21,0,0.217054,0.509091,0.304348,73,8,2,4,2034,32,9,425,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.001,0.2,216.041,13,0.619048,0.451505,0.509918,0.231214,0.550725,0.79198,0.390244,0.948571,0.818681,0.971237,0.965714,0.490196,0.986371,-620.873,11,0,21,0,0.170543,0.415094,0.241758,75,23,1,0,2018,26,25,431,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.001,0.3,691.063,13,0.619048,0.451505,0.509918,0.231214,0.550725,0.79198,0.390244,0.948571,0.818681,0.971237,0.965714,0.490196,0.986371,-853.942,11,0,21,0,0.170543,0.415094,0.241758,75,23,1,0,2018,26,25,431,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.01,0.1,138.624,10,0.526316,0.473244,0.512835,0.213873,0.544928,0.756892,0.317073,0.954286,0.736264,0.99233,0.968163,0.45098,0.99063,-425.541,11,0,21,0,0.24031,0.574074,0.338798,75,6,2,2,2036,28,7,429,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.01,0.2,200.154,10,0.526316,0.449833,0.494166,0.225434,0.542029,0.756892,0.353659,0.937959,0.626374,0.99233,0.970612,0.509804,0.99063,-614.801,10,0,21,0,0.217054,0.538462,0.309392,75,8,2,2,2034,28,9,429,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,14,1,0.4,0.01,0.3,266.686,13,0.619048,0.451505,0.509918,0.231214,0.550725,0.79198,0.390244,0.948571,0.818681,0.971237,0.965714,0.490196,0.986371,-854.879,11,0,21,0,0.170543,0.415094,0.241758,75,23,1,0,2018,26,25,431,359,2141,2040,101,3,356,
SPhyR_inK1,50,50,15,1,0.1,0.0001,0.1,338.604,19,0.76,0.718085,0.726562,0.657895,0.744186,0.75,0.727273,0.969796,0.73913,0.983564,0.977959,0.766667,0.983264,-413.404,7,0,3,0,0.285714,0.0289855,0.0526316,46,25,1,1,2189,10,28,273,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.0001,0.2,1684.61,20,0.769231,0.712766,0.697917,0.657895,0.755814,0.75,0.727273,0.965714,0.666667,0.983564,0.979592,0.766667,0.984937,-623.454,6,0,3,0,0.285714,0.03125,0.056338,46,32,1,0,2182,9,35,274,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.0001,0.3,23759.8,24,0.857143,0.734043,0.59809,0.552632,0.755814,0.612745,0.606061,0.969796,0.797101,0.980104,0.976327,0.6,0.985774,-885.109,11,0,3,0,0.285714,0.0143369,0.0273038,40,39,1,0,2175,15,42,268,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.001,0.1,480.581,16,0.695652,0.728723,0.744792,0.657895,0.773256,0.803922,0.757576,0.974694,0.811594,0.984429,0.976327,0.766667,0.98159,-405.557,5,0,3,0,0.285714,0.16,0.205128,42,18,2,3,2197,16,20,267,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.001,0.2,343.907,22,0.814815,0.723404,0.710069,0.631579,0.755814,0.748039,0.727273,0.969796,0.73913,0.983564,0.978776,0.766667,0.9841,-618.562,8,0,3,0,0.285714,0.0470588,0.0808081,44,27,2,0,2188,11,29,272,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.001,0.3,2810.49,24,0.857143,0.734043,0.59809,0.552632,0.755814,0.612745,0.606061,0.969796,0.797101,0.980104,0.976327,0.6,0.985774,-883.014,11,0,3,0,0.285714,0.0143369,0.0273038,40,39,1,0,2175,15,42,268,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.01,0.1,190.712,18,0.75,0.728723,0.575521,0.684211,0.761628,0.587255,0.757576,0.964082,0.826087,0.972318,0.980408,0.8,0.984937,-392.306,8,0,3,0,0.285714,0.0179372,0.0337553,45,7,2,6,2208,16,9,267,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.01,0.2,280.884,15,0.652174,0.744681,0.780382,0.657895,0.790698,0.844118,0.757576,0.974694,0.782609,0.986159,0.973878,0.8,0.978243,-615.088,5,0,3,0,0.285714,0.181818,0.222222,42,25,3,0,2191,13,26,270,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.1,0.01,0.3,480.14,20,0.8,0.696809,0.760417,0.5,0.732558,0.797059,0.575758,0.971429,0.84058,0.979239,0.971429,0.633333,0.979916,-881.466,6,0,3,0,0,0,nan,46,26,2,0,2189,9,28,274,232,2268,2213,55,4,228,
SPhyR_inK1,50,50,15,1,0.2,0.0001,0.1,275.699,15,0.652174,0.56,0.739951,0.585366,0.709302,0.84902,0.69697,0.972245,0.797101,0.982699,0.989388,0.806452,0.994137,-392.498,2,0,5,0,0.04,0.25,0.0689655,34,22,3,0,2230,12,23,235,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.0001,0.2,1142.15,19,0.76,0.52,0.743232,0.560976,0.627907,0.803922,0.69697,0.977143,0.84058,0.985294,0.979592,0.806452,0.984087,-617.398,5,0,5,0,0.04,0.08,0.0533333,34,22,2,1,2229,13,24,234,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.0001,0.3,3623.9,21,0.807692,0.484444,0.689089,0.439024,0.581395,0.753922,0.545455,0.969796,0.84058,0.977509,0.97551,0.580645,0.985762,-888.805,8,0,5,0,0,0,nan,37,35,1,0,2215,9,38,238,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.001,0.1,229.035,12,0.571429,0.542222,0.708778,0.585366,0.686047,0.812745,0.69697,0.973878,0.84058,0.981834,0.986939,0.806452,0.991625,-384.205,2,0,5,0,0.04,0.25,0.0689655,35,14,3,2,2238,13,15,234,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.001,0.2,546.232,19,0.76,0.52,0.756358,0.560976,0.627907,0.815686,0.69697,0.977143,0.84058,0.985294,0.979592,0.806452,0.984087,-610.672,5,0,5,0,0.04,0.105263,0.057971,36,20,2,1,2231,11,22,236,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.001,0.3,1540.22,21,0.807692,0.484444,0.689089,0.439024,0.581395,0.753922,0.545455,0.969796,0.84058,0.977509,0.97551,0.580645,0.985762,-886.686,8,0,5,0,0,0,nan,37,35,1,0,2215,9,38,238,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.01,0.1,191.056,12,0.571429,0.515556,0.718622,0.585366,0.651163,0.820588,0.69697,0.973878,0.84058,0.981834,0.986939,0.806452,0.991625,-368.111,2,0,5,0,0.04,0.5,0.0740741,32,12,3,3,2240,17,13,230,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.01,0.2,233.591,19,0.76,0.52,0.756358,0.560976,0.627907,0.815686,0.69697,0.977143,0.84058,0.985294,0.979592,0.806452,0.984087,-605.593,5,0,5,0,0.04,0.105263,0.057971,36,20,2,1,2231,11,22,236,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.2,0.01,0.3,416.493,19,0.76,0.573333,0.754717,0.560976,0.697674,0.813725,0.69697,0.977959,0.84058,0.986159,0.988571,0.806452,0.9933,-881.016,5,0,5,0,0.04,0.117647,0.0597015,38,17,2,1,2234,9,19,238,205,2295,2249,46,4,201,
SPhyR_inK1,50,50,15,1,0.4,0.0001,0.1,223.342,19,0.76,0.455285,0.611339,0.383333,0.604651,0.805882,0.666667,0.976327,0.84058,0.984429,0.980408,0.647059,0.989924,-384.972,2,0,10,0,0.0597015,0.571429,0.108108,35,21,2,0,2247,10,23,220,189,2311,2266,45,4,185,
SPhyR_inK1,50,50,15,1,0.4,0.0001,0.2,764.014,21,0.807692,0.45122,0.635246,0.383333,0.581395,0.803922,0.636364,0.978776,0.84058,0.987024,0.981224,0.647059,0.990764,-616.808,3,0,10,0,0.0597015,0.444444,0.105263,34,19,2,1,2249,12,21,218,189,2311,2266,45,4,185,
SPhyR_inK1,50,50,15,1,0.4,0.0001,0.3,8826.24,25,0.892857,0.682927,0.49112,0.366667,0.709302,0.613725,0.575758,0.968163,0.84058,0.975779,0.97551,0.470588,0.989924,-887.842,9,0,10,0,0.626866,0.153285,0.246334,33,42,0,0,2224,12,46,218,189,2311,2266,45,4,185,
SPhyR_inK1,50,50,15,1,0.4,0.001,0.1,186.89,21,0.807692,0.455285,0.601093,0.383333,0.604651,0.79902,0.666667,0.976327,0.797101,0.987024,0.980408,0.647059,0.989924,-376.141,2,0,10,0,0.0597015,0.363636,0.102564,32,22,2,0,2246,13,24,217,189,2311,2266,45,4,185,
SPhyR_inK1,50,50,15,1,0.4,0.001,0.2,665.176,19,0.76,0.455285,0.601093,0.383333,0.604651,0.79902,0.666667,0.978776,0.84058,0.987024,0.980408,0.647059,0.989924,-604.547,2,0,10,0,0.0597015,0.363636,0.102564,33,21,2,0,2247,12,23,218,189,2311,2266,45,4,185,
SPhyR_inK1,50,50,15,1,0.4,0.001,0.3,2585.35,24,0.888889,0.682927,0.49112,0.366667,0.709302,0.613725,0.575758,0.968163,0.84058,0.975779,0.97551,0.470588,0.989924,-887.293,9,0,10,0,0.626866,0.147887,0.239316,33,33,1,0,2234,12,36,218,189,2311,2266,45,4,185,
SPhyR_inK1,50,50,15,1,0.4,0.01,0.1,129.517,19,0.76,0.426829,0.639344,0.383333,0.546512,0.805882,0.636364,0.978776,0.84058,0.987024,0.980408,0.647059,0.989924,-364.84,3,0,10,0,0.0895522,0.666667,0.157895,30,16,2,2,2252,17,18,213,189,2311,2266,45,4,185,
